timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-02-03T10:24:00,Spurious_QQP,824d1650-9a19-4d9b-8e7f-5fdced388306,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,165.30613999100024,3.2177454346406825e-05,1.9465371551328136e-07,42.5,111.79186267829071,11.714916229248047,0.0019513661979493123,0.011046516892761996,0.0005378740954920788,0.013535757186203387,Canada,CAN,quebec,,,Linux-6.8.0-49-generic-x86_64-with-glibc2.35,3.10.12,2.8.3,16,AMD Ryzen 7 5700X 8-Core Processor,1,1 x NVIDIA GeForce RTX 2080 Ti,-71.2,46.8,31.239776611328125,machine,N,1.0
